Date,State,Goods_Exports,Goods_Imports,Services_Exports,Services_Imports,Total_exports,Total_imports,Two_way_trade
12/31/2019,Texas,8.24,41.73,2.01,1.39,10.25,43.12,53.37
1/1/2020,Texas,78.09,5.98,1.60,0.44,79.69,6.42,86.10
1/2/2020,Texas,0.00,0.04,0.00,0.00,0.00,0.04,0.04
1/3/2020,Texas,1.84,0.02,0.05,0.09,1.89,0.12,2.00
1/4/2020,Texas,7.86,6.14,7.51,48.57,15.37,54.71,70.08
1/5/2020,Texas,4.68,501.16,10.77,1.86,15.45,503.02,518.47
1/6/2020,Texas,2.67,4.51,0.66,1.34,3.33,5.85,9.17
1/7/2020,Texas,68.98,142.61,150.55,30.66,219.53,173.26,392.79
1/8/2020,Texas,2.22,0.02,6.18,0.59,8.40,0.61,9.01
1/9/2020,Texas,0.31,0.01,0.06,0.39,0.37,0.40,0.77
1/10/2020,Texas,0.07,0.01,0.60,0.58,0.67,0.59,1.25
1/11/2020,Texas,0.22,17.60,0.55,0.11,0.77,17.71,18.48
1/12/2020,Texas,0.31,0.40,1.87,0.06,2.18,0.45,2.64
1/13/2020,Texas,669.99,630.84,372.72,125.48,1042.72,756.33,1799.04
1/14/2020,Texas,0.00,0.01,0.00,0.00,0.00,0.01,0.01
1/15/2020,Texas,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/16/2020,Texas,0.19,0.04,0.00,0.00,0.19,0.04,0.23
1/17/2020,Texas,6.42,0.07,0.00,0.00,6.42,0.07,6.50
1/18/2020,Texas,117.60,334.11,167.88,211.46,285.48,545.57,831.04
1/19/2020,Texas,13.10,1.71,0.43,0.06,13.53,1.77,15.30
1/20/2020,Texas,98.17,0.26,44.46,198.81,142.63,199.07,341.70
1/21/2020,Texas,135.28,125.69,50.62,12.36,185.91,138.04,323.95
1/22/2020,Texas,30.79,1.93,0.33,0.16,31.13,2.09,33.22
1/23/2020,Texas,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/24/2020,Texas,22.42,19.12,31.01,2.32,53.43,21.43,74.87
1/25/2020,Texas,8.27,8.17,1.59,1.68,9.86,9.85,19.71
1/26/2020,Texas,85.24,0.89,1.04,2.25,86.28,3.15,89.43
1/27/2020,Texas,0.01,0.08,0.00,0.00,0.01,0.08,0.10
1/28/2020,Texas,0.58,0.00,107.05,0.00,107.62,0.00,107.63
1/29/2020,Texas,0.00,6.39,0.00,0.05,0.00,6.43,6.43
1/30/2020,Florida,14.27,1.69,1.39,56.50,15.66,58.19,73.85
1/31/2020,Florida,12.79,122.48,14.17,3.74,26.95,126.22,153.18
2/1/2020,Florida,681.05,2335.19,753.58,703.28,1434.63,3038.47,4473.10
2/2/2020,Florida,3.32,0.42,0.10,0.05,3.42,0.47,3.88
2/3/2020,Florida,160.13,199.95,181.73,759.46,341.86,959.41,1301.27
2/4/2020,Florida,0.17,0.14,0.04,0.01,0.21,0.14,0.35
2/5/2020,Florida,14.90,9.89,2.96,1.08,17.86,10.97,28.84
2/6/2020,Florida,512.30,0.03,0.05,0.15,512.35,0.18,512.53
2/7/2020,Florida,4.99,47.40,2.62,1.72,7.61,49.12,56.73
2/8/2020,Florida,3.33,3.85,1.52,0.83,4.85,4.68,9.52
2/9/2020,Florida,485.36,3.38,2.91,5.84,488.28,9.22,497.49
2/10/2020,Florida,0.02,0.00,0.07,0.15,0.09,0.15,0.25
2/11/2020,Florida,231.60,495.07,57.08,26.72,288.67,521.78,810.46
2/12/2020,Florida,1.69,6.00,0.21,4.63,1.90,10.62,12.52
2/13/2020,Florida,23.36,155.80,17.41,4.76,40.77,160.56,201.33
2/14/2020,Florida,417.20,55.12,161.71,316.35,578.91,371.47,950.38
2/15/2020,Florida,0.57,0.00,0.10,0.35,0.66,0.35,1.02
2/16/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/17/2020,Florida,4.30,0.02,0.10,0.09,4.40,0.11,4.51
2/18/2020,Florida,383.08,1344.82,357.09,143.10,740.17,1487.92,2228.09
2/19/2020,Florida,2.70,1.10,0.35,0.10,3.05,1.19,4.25
2/20/2020,Florida,1668.96,1280.88,1567.41,956.76,3236.36,2237.64,5474.01
2/21/2020,Florida,3.02,0.03,0.00,0.06,3.02,0.09,3.11
2/22/2020,Florida,5.44,0.26,2.49,0.35,7.93,0.61,8.53
2/23/2020,Florida,0.45,0.03,0.15,0.00,0.60,0.03,0.63
2/24/2020,Florida,25.33,15.65,1.58,0.67,26.90,16.32,43.22
2/25/2020,Florida,1.81,0.00,0.93,0.02,2.74,0.02,2.76
2/26/2020,Florida,0.00,0.00,0.15,0.05,0.15,0.05,0.19
2/27/2020,Florida,0.22,0.01,0.98,0.00,1.20,0.01,1.21
2/28/2020,Florida,4.99,0.20,0.71,0.62,5.70,0.82,6.52
2/29/2020,Florida,5.68,0.21,1.41,0.00,7.09,0.21,7.30
3/1/2020,Florida,0.58,0.00,0.00,0.05,0.58,0.05,0.63
3/2/2020,Florida,34.41,24.21,3.80,12.50,38.20,36.72,74.92
3/3/2020,Florida,0.00,0.00,0.01,0.05,0.01,0.05,0.06
3/4/2020,Florida,31.35,19.80,0.30,0.80,31.65,20.60,52.26
3/5/2020,Florida,6.93,0.04,1.46,0.39,8.39,0.43,8.82
3/6/2020,Florida,0.09,0.00,0.00,0.00,0.09,0.00,0.09
3/7/2020,Florida,24.27,1.96,0.05,0.15,24.32,2.11,26.43
3/8/2020,Florida,752.35,104.54,387.66,335.46,1140.01,440.00,1580.01
3/9/2020,Florida,6.92,4.13,0.29,0.15,7.21,4.28,11.48
3/10/2020,Florida,2.66,2.83,1.90,5.39,4.56,8.22,12.77
3/11/2020,Florida,0.45,0.88,0.97,0.06,1.42,0.94,2.36
3/12/2020,Florida,1.64,80.14,4.31,2.35,5.96,82.49,88.45
3/13/2020,Florida,810.28,835.39,98.00,103.80,908.28,939.19,1847.47
3/14/2020,Florida,59.16,204.24,49.57,139.05,108.73,343.29,452.02
3/15/2020,Florida,31.50,116.38,19.01,5.56,50.51,121.94,172.45
3/16/2020,Florida,637.90,576.04,829.32,223.48,1467.22,799.52,2266.75
3/17/2020,Florida,0.00,0.02,0.02,0.02,0.02,0.04,0.06
3/18/2020,Florida,4.81,0.00,1.73,1.28,6.53,1.28,7.82
3/19/2020,Florida,93.42,3.76,2.95,16.77,96.36,20.52,116.89
3/20/2020,Florida,2.48,2.67,9.22,0.62,11.70,3.29,14.99
3/21/2020,Florida,398.55,934.24,63.22,58.25,461.77,992.49,1454.26
3/22/2020,Florida,41.55,6.26,0.89,0.97,42.44,7.23,49.66
3/23/2020,Florida,96.64,1.76,0.59,1.77,97.23,3.53,100.75
3/24/2020,Florida,2952.50,3143.95,801.34,192.54,3753.85,3336.49,7090.34
3/25/2020,Florida,10.84,3.65,2.75,1.69,13.59,5.34,18.93
3/26/2020,Florida,0.01,0.13,0.22,0.05,0.23,0.17,0.40
3/27/2020,Florida,8.43,16.38,13.30,15.05,21.73,31.43,53.16
3/28/2020,Florida,14.89,0.02,2.88,5.69,17.77,5.71,23.48
3/29/2020,Florida,0.08,0.00,0.09,0.09,0.17,0.10,0.26
3/30/2020,Florida,0.14,0.04,0.18,0.06,0.33,0.10,0.43
3/31/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/1/2020,Florida,82.37,154.27,2.29,2.74,84.66,157.01,241.66
4/2/2020,Florida,1.20,0.18,3.34,0.28,4.54,0.45,4.99
4/3/2020,Florida,3.88,1.44,0.74,0.59,4.63,2.03,6.66
4/4/2020,Florida,1.19,4.05,1.71,2.22,2.90,6.27,9.17
4/5/2020,Florida,17.73,1.33,0.49,0.52,18.22,1.85,20.07
4/6/2020,Florida,4.01,0.00,0.05,0.10,4.06,0.10,4.16
4/7/2020,Florida,0.00,0.29,0.34,0.74,0.34,1.03,1.37
4/8/2020,Florida,231.73,52.25,39.02,14.92,270.75,67.17,337.92
4/9/2020,Florida,1.35,0.01,0.10,0.00,1.45,0.01,1.46
4/10/2020,Florida,0.00,0.01,0.24,0.06,0.24,0.08,0.32
4/11/2020,Florida,30.76,20.58,0.77,0.45,31.53,21.03,52.56
4/12/2020,Florida,2.27,7.18,2.70,1.99,4.97,9.17,14.14
4/13/2020,Florida,8.24,5.10,1.67,0.45,9.91,5.55,15.46
4/14/2020,Florida,48.12,0.00,0.10,0.03,48.22,0.03,48.25
4/15/2020,Florida,65.42,91.68,2.07,1.48,67.49,93.16,160.65
4/16/2020,Florida,0.01,0.22,37.91,0.35,37.92,0.56,38.49
4/17/2020,Florida,0.66,0.32,0.23,0.05,0.89,0.36,1.25
4/18/2020,Florida,0.15,0.01,0.00,0.00,0.15,0.01,0.16
4/19/2020,Florida,2.40,1.24,0.33,0.26,2.73,1.51,4.24
4/20/2020,Florida,4.12,0.15,4.51,0.32,8.63,0.47,9.09
4/21/2020,Florida,0.03,0.53,0.78,0.76,0.81,1.29,2.10
4/22/2020,Florida,10.72,0.01,0.34,0.45,11.07,0.46,11.53
4/23/2020,Florida,27.53,2.88,2.26,3.05,29.79,5.94,35.73
4/24/2020,Florida,10.78,1.98,0.92,0.58,11.71,2.56,14.27
4/25/2020,Florida,6.96,1.41,6.38,0.96,13.34,2.37,15.71
4/26/2020,Florida,4.35,0.01,0.15,0.09,4.50,0.10,4.60
4/27/2020,Florida,5.23,0.00,0.05,0.05,5.28,0.05,5.33
4/28/2020,Florida,0.00,0.00,0.08,0.00,0.08,0.00,0.08
4/29/2020,Florida,0.00,0.05,0.00,0.00,0.00,0.05,0.05
4/30/2020,Florida,6.42,4.65,1.46,1.42,7.88,6.07,13.96
5/1/2020,Florida,69.60,3.21,1.67,1.65,71.28,4.86,76.14
5/2/2020,Florida,23.13,0.00,0.74,1.92,23.87,1.93,25.79
5/3/2020,Florida,0.13,1.27,0.19,0.59,0.32,1.86,2.18
5/4/2020,Florida,365.96,262.70,27.36,21.52,393.32,284.22,677.54
5/5/2020,Florida,942.87,1655.40,201.97,168.24,1144.84,1823.64,2968.48
5/6/2020,Florida,5.18,1.31,0.25,0.25,5.43,1.56,6.99
5/7/2020,Florida,0.43,0.11,0.89,0.77,1.32,0.88,2.21
5/8/2020,Florida,151.31,2.25,68.90,30.08,220.22,32.33,252.55
5/9/2020,Florida,0.49,0.15,0.53,0.02,1.01,0.17,1.19
5/10/2020,Florida,6.79,0.01,2.48,10.89,9.27,10.89,20.16
5/11/2020,Florida,284.67,0.06,1.62,0.70,286.29,0.76,287.05
5/12/2020,Florida,34.45,2.33,1.47,0.39,35.92,2.72,38.64
5/13/2020,Florida,809.66,533.36,132.18,146.28,941.83,679.64,1621.48
5/14/2020,Florida,40.28,69.67,31.25,5.14,71.53,74.81,146.34
5/15/2020,Florida,11.50,1.06,25.62,5.15,37.12,6.20,43.32
5/16/2020,Florida,0.47,0.00,0.56,1.97,1.02,1.97,3.00
5/17/2020,Florida,0.00,235.65,0.00,0.00,0.00,235.65,235.65
5/18/2020,Florida,89.15,2.73,9.77,1.38,98.92,4.11,103.03
5/19/2020,Florida,51.55,0.44,1.43,0.35,52.99,0.79,53.78
5/20/2020,Florida,128.45,58.55,3.93,5.68,132.38,64.23,196.60
5/21/2020,Florida,193.46,2.99,70.57,22.06,264.02,25.05,289.08
5/22/2020,Florida,203.72,10.95,70.48,24.22,274.20,35.17,309.37
5/23/2020,Florida,643.35,122.94,143.64,105.99,786.99,228.94,1015.93
5/24/2020,Florida,69.84,66.10,5.23,4.04,75.07,70.14,145.21
5/25/2020,Florida,37.29,110.41,14.24,7.32,51.53,117.73,169.25
5/26/2020,Florida,0.00,0.00,0.03,0.00,0.03,0.00,0.03
5/27/2020,Florida,0.76,0.03,0.05,0.05,0.81,0.08,0.89
5/28/2020,Florida,1.00,12.47,0.44,0.09,1.45,12.57,14.01
5/29/2020,Florida,33.76,35.17,6.60,4.68,40.36,39.85,80.21
5/30/2020,Florida,0.42,0.00,0.57,0.31,0.98,0.31,1.29
5/31/2020,Florida,2.05,0.40,0.40,0.06,2.46,0.46,2.92
6/1/2020,Florida,36.65,615.24,7.21,1.97,43.85,617.20,661.06
6/2/2020,Florida,13.48,0.00,1.28,0.06,14.76,0.06,14.81
6/3/2020,Florida,8.97,21.43,3.30,1.77,12.27,23.20,35.47
6/4/2020,Florida,0.34,2.25,0.00,0.00,0.34,2.25,2.59
6/5/2020,Florida,125.01,495.01,53.98,11.82,178.99,506.83,685.82
6/6/2020,Florida,0.19,0.14,0.36,0.34,0.55,0.48,1.03
6/7/2020,Florida,610.71,467.56,115.95,9.98,726.66,477.54,1204.20
6/8/2020,Florida,29.66,5.15,13.62,14.15,43.28,19.30,62.58
6/9/2020,Florida,2.14,0.02,0.80,0.24,2.94,0.26,3.20
6/10/2020,Florida,57.20,0.10,0.58,0.25,57.78,0.35,58.13
6/11/2020,Florida,65.88,287.21,52.15,9.33,118.03,296.54,414.57
6/12/2020,Florida,1080.24,1735.97,406.04,1271.20,1486.28,3007.17,4493.44
6/13/2020,Florida,0.00,0.03,0.05,0.00,0.05,0.03,0.08
6/14/2020,Florida,3.40,14.03,1.76,0.69,5.16,14.72,19.88
6/15/2020,Florida,0.63,79.95,2.94,0.67,3.57,80.62,84.19
6/16/2020,Florida,4.05,0.37,0.84,0.67,4.90,1.04,5.93
6/17/2020,Florida,0.02,0.03,0.09,0.14,0.10,0.17,0.27
6/18/2020,Florida,26.70,1.25,0.29,0.05,26.98,1.30,28.28
6/19/2020,Florida,0.41,0.00,0.29,0.28,0.70,0.28,0.97
6/20/2020,Florida,0.15,0.36,0.06,0.05,0.21,0.41,0.62
6/21/2020,Florida,0.00,0.02,0.00,0.00,0.00,0.02,0.02
6/22/2020,Florida,0.01,0.00,0.00,0.05,0.01,0.05,0.06
6/23/2020,Florida,20.86,27.38,0.08,0.10,20.94,27.48,48.43
6/24/2020,Florida,1.33,0.00,0.00,0.05,1.33,0.05,1.38
6/25/2020,Florida,11.83,0.00,2.00,1.70,13.83,1.70,15.52
6/26/2020,Florida,0.01,0.40,1.12,0.19,1.13,0.59,1.72
6/27/2020,Florida,0.21,0.00,0.08,1.52,0.28,1.52,1.80
6/28/2020,Florida,1.53,0.11,0.00,0.00,1.53,0.11,1.64
6/29/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6/30/2020,Florida,2.53,0.02,0.05,0.00,2.58,0.02,2.60
7/1/2020,Florida,774.63,2083.33,207.54,198.98,982.17,2282.31,3264.48
7/2/2020,Florida,0.00,0.01,0.00,0.05,0.00,0.06,0.06
7/3/2020,Florida,0.02,0.13,0.61,2.10,0.63,2.24,2.87
7/4/2020,Florida,2.16,0.73,1.11,4.11,3.26,4.84,8.10
7/5/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7/6/2020,Florida,6.49,4.84,0.27,0.10,6.76,4.94,11.70
7/7/2020,Florida,65.46,2.30,74.29,65.03,139.76,67.33,207.09
7/8/2020,Florida,109.78,170.62,5.77,15.42,115.55,186.04,301.59
7/9/2020,Florida,53.58,1.08,0.77,0.68,54.35,1.76,56.11
7/10/2020,Florida,4.59,0.00,3.04,1.22,7.63,1.22,8.85
7/11/2020,Florida,1113.73,753.84,158.22,47.31,1271.95,801.16,2073.11
7/12/2020,Florida,4.66,3.94,0.97,0.86,5.62,4.80,10.42
7/13/2020,Florida,8.10,12.88,5.90,1.76,14.00,14.64,28.65
7/14/2020,Florida,0.96,0.58,0.74,0.51,1.70,1.09,2.79
7/15/2020,Florida,0.00,0.01,0.01,0.00,0.01,0.01,0.01
7/16/2020,Florida,5757.78,5891.42,2747.24,2150.97,8505.02,8042.38,16547.40
7/17/2020,Florida,21.42,5.23,6.80,1.33,28.22,6.56,34.77
7/18/2020,Florida,3.55,0.04,0.24,0.16,3.78,0.20,3.98
7/19/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7/20/2020,Florida,1.71,0.00,0.10,0.05,1.81,0.05,1.86
7/21/2020,Florida,309.63,0.20,0.50,3.40,310.13,3.60,313.73
7/22/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7/23/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7/24/2020,Florida,519.50,590.60,78.10,48.90,597.60,639.51,1237.11
7/25/2020,Florida,53.07,0.81,24.33,44.16,77.40,44.97,122.37
7/26/2020,Florida,1.45,0.03,0.59,0.27,2.04,0.30,2.35
7/27/2020,Florida,111.12,4.83,101.85,146.14,212.97,150.97,363.94
7/28/2020,Florida,27.90,0.14,0.00,0.05,27.90,0.19,28.09
7/29/2020,Florida,1.09,0.00,0.05,0.00,1.14,0.00,1.14
7/30/2020,Florida,206.78,157.69,66.96,44.69,273.74,202.38,476.12
7/31/2020,Florida,1.33,0.88,0.56,0.64,1.90,1.52,3.41
8/1/2020,Florida,8.47,3.12,1.47,1.34,9.95,4.46,14.40
8/2/2020,Florida,0.00,0.02,0.25,0.37,0.25,0.39,0.64
8/3/2020,Florida,621.35,1034.52,127.60,196.42,748.95,1230.95,1979.90
8/4/2020,Florida,0.79,0.10,1.15,4.27,1.95,4.36,6.31
8/5/2020,Florida,1.43,0.05,0.15,0.20,1.59,0.25,1.84
8/6/2020,Florida,0.05,0.18,0.00,0.00,0.05,0.18,0.24
8/7/2020,Florida,0.56,0.57,0.22,0.11,0.78,0.68,1.46
8/8/2020,Florida,15.42,0.07,0.10,0.22,15.52,0.29,15.81
8/9/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/10/2020,Florida,11.39,0.00,0.27,0.25,11.66,0.25,11.92
8/11/2020,Florida,0.25,3.38,0.83,0.52,1.08,3.90,4.98
8/12/2020,Florida,23.24,175.99,86.78,40.49,110.03,216.47,326.50
8/13/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8/14/2020,Florida,24.27,198.19,29.51,31.43,53.78,229.62,283.40
8/15/2020,Florida,8277.02,6220.76,4615.01,5090.89,12892.03,11311.65,24203.68
8/16/2020,Florida,0.90,0.09,1.61,0.17,2.51,0.26,2.78
8/17/2020,Florida,52.41,0.97,0.25,0.29,52.66,1.27,53.93
8/18/2020,Florida,0.22,3.07,0.01,0.37,0.22,3.44,3.66
8/19/2020,Florida,24.71,1.08,0.78,3.43,25.48,4.51,29.99
8/20/2020,Florida,218.11,106.91,20.12,3.45,238.23,110.36,348.59
8/21/2020,Florida,198.93,328.89,42.57,62.49,241.50,391.38,632.87
8/22/2020,Florida,2.49,0.01,0.15,0.10,2.64,0.11,2.74
8/23/2020,Florida,12.59,25.54,1.78,0.78,14.37,26.32,40.69
8/24/2020,Florida,63.36,8.71,6.06,5.46,69.42,14.18,83.59
8/25/2020,Florida,0.00,0.05,0.01,0.00,0.01,0.05,0.06
8/26/2020,Florida,4.07,0.00,0.05,0.00,4.12,0.00,4.12
8/27/2020,Florida,8.29,0.95,5.91,52.67,14.20,53.63,67.83
8/28/2020,Florida,5.03,206.51,13.65,0.99,18.68,207.50,226.18
8/29/2020,Florida,2.51,6.39,0.42,0.83,2.93,7.22,10.15
8/30/2020,Florida,77.74,193.90,147.22,31.72,224.96,225.62,450.58
8/31/2020,Florida,1.42,0.02,5.05,1.19,6.47,1.21,7.68
9/1/2020,Florida,0.93,0.00,0.12,0.18,1.05,0.18,1.23
9/2/2020,Florida,0.14,0.03,0.63,1.24,0.77,1.27,2.03
9/3/2020,Florida,0.55,3.38,0.31,0.21,0.86,3.59,4.45
9/4/2020,Florida,0.42,0.36,1.54,0.19,1.96,0.55,2.51
9/5/2020,Florida,597.54,641.68,373.46,140.37,971.00,782.04,1753.05
9/6/2020,Florida,0.00,0.02,0.00,0.00,0.00,0.02,0.02
9/7/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9/8/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9/9/2020,Florida,5.48,0.01,0.47,0.25,5.96,0.26,6.22
9/10/2020,Florida,86.10,352.00,186.88,391.13,272.98,743.13,1016.10
9/11/2020,Florida,19.87,0.44,0.11,0.16,19.98,0.61,20.58
9/12/2020,Florida,101.83,0.44,41.42,229.10,143.25,229.54,372.79
9/13/2020,Florida,128.39,100.89,55.65,11.01,184.03,111.90,295.93
9/14/2020,Florida,19.58,1.14,0.28,0.06,19.86,1.20,21.06
9/15/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9/16/2020,Florida,12.42,21.23,41.77,2.77,54.18,23.99,78.18
9/17/2020,Florida,12.15,35.67,2.71,3.16,14.86,38.84,53.69
9/18/2020,Florida,38.13,1.25,1.18,3.06,39.32,4.31,43.63
9/19/2020,Florida,0.01,0.01,0.00,0.00,0.01,0.01,0.02
9/20/2020,Florida,0.65,0.03,110.09,0.05,110.74,0.08,110.81
9/21/2020,Florida,0.03,2.25,0.05,0.00,0.08,2.25,2.33
9/22/2020,Florida,15.49,1.93,1.35,50.25,16.83,52.18,69.02
9/23/2020,Florida,10.28,145.52,15.00,4.54,25.28,150.06,175.34
9/24/2020,Florida,680.15,2387.66,821.89,732.10,1502.04,3119.76,4621.80
9/25/2020,Florida,3.58,0.91,0.12,0.00,3.70,0.91,4.61
9/26/2020,Florida,148.66,191.36,208.87,587.63,357.53,778.99,1136.52
9/27/2020,Florida,0.00,0.38,0.07,0.00,0.07,0.39,0.46
9/28/2020,Florida,15.81,16.88,2.02,1.14,17.83,18.02,35.85
9/29/2020,Florida,695.84,0.18,0.05,0.23,695.88,0.42,696.30
9/30/2020,Florida,8.63,59.52,5.42,2.00,14.06,61.53,75.58
10/1/2020,Florida,3.72,8.51,1.78,0.40,5.49,8.91,14.40
10/2/2020,Florida,426.04,9.21,2.18,5.19,428.22,14.41,442.63
10/3/2020,Florida,0.04,0.00,0.01,0.00,0.05,0.00,0.05
10/4/2020,Florida,270.57,368.95,65.08,27.86,335.65,396.81,732.46
10/5/2020,Florida,3.83,5.78,0.47,3.75,4.29,9.53,13.82
10/6/2020,Florida,21.22,156.95,17.72,4.25,38.94,161.21,200.14
10/7/2020,Florida,472.25,60.43,160.06,341.56,632.31,401.98,1034.29
10/8/2020,Florida,0.13,0.00,0.15,0.19,0.28,0.20,0.47
10/9/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/10/2020,Florida,4.62,0.03,0.19,0.05,4.81,0.07,4.88
10/11/2020,Florida,350.76,1119.98,376.13,119.65,726.89,1239.63,1966.52
10/12/2020,Florida,1.99,0.37,0.18,0.00,2.17,0.37,2.54
10/13/2020,Florida,1462.83,1384.93,1374.14,831.79,2836.97,2216.72,5053.69
10/14/2020,Florida,2.10,0.00,0.09,0.13,2.19,0.13,2.32
10/15/2020,Florida,3.27,0.21,0.31,0.37,3.57,0.58,4.16
10/16/2020,Florida,0.42,0.00,0.19,0.03,0.62,0.03,0.65
10/17/2020,Florida,32.35,9.91,1.54,0.87,33.89,10.78,44.67
10/18/2020,Florida,1.11,0.01,2.06,4.02,3.17,4.03,7.20
10/19/2020,Florida,0.01,0.00,0.00,0.05,0.01,0.05,0.05
10/20/2020,Florida,0.96,0.01,0.95,0.00,1.91,0.01,1.92
10/21/2020,Florida,2.99,1.36,0.14,0.37,3.14,1.73,4.87
10/22/2020,Florida,5.81,0.06,0.52,0.22,6.33,0.28,6.61
10/23/2020,Florida,0.60,0.00,0.00,0.00,0.60,0.00,0.60
10/24/2020,Florida,47.14,27.31,4.43,9.46,51.57,36.76,88.33
10/25/2020,Florida,0.00,0.00,0.16,0.01,0.16,0.01,0.17
10/26/2020,Florida,25.02,5.46,0.42,0.89,25.44,6.35,31.79
10/27/2020,Florida,8.65,0.01,1.42,0.96,10.07,0.98,11.04
10/28/2020,Florida,0.13,0.00,0.00,0.00,0.13,0.00,0.13
10/29/2020,Florida,19.20,2.52,0.19,0.01,19.39,2.53,21.91
10/30/2020,Florida,795.43,98.65,349.57,321.02,1145.00,419.68,1564.67
10/31/2020,Florida,0.53,3.39,0.28,0.05,0.81,3.44,4.25
11/1/2020,Florida,5.63,4.23,2.24,6.39,7.88,10.62,18.50
11/2/2020,Florida,0.27,0.90,3.19,0.12,3.46,1.02,4.48
11/3/2020,Florida,3.00,63.18,5.02,2.68,8.02,65.86,73.88
11/4/2020,Florida,868.34,629.93,103.44,120.12,971.78,750.05,1721.83
11/5/2020,Florida,53.74,259.61,49.81,148.62,103.55,408.23,511.78
11/6/2020,Florida,21.18,107.24,19.12,4.88,40.30,112.12,152.42
11/7/2020,Florida,638.52,566.60,1054.53,245.53,1693.04,812.14,2505.18
11/8/2020,Florida,0.00,0.00,0.06,0.02,0.06,0.02,0.08
11/9/2020,Florida,5.57,0.00,1.83,0.98,7.41,0.98,8.39
11/10/2020,Florida,151.16,4.62,2.51,8.54,153.67,13.17,166.84
11/11/2020,Florida,11.96,6.13,1.43,1.06,13.39,7.19,20.59
11/12/2020,Florida,376.30,1008.51,70.09,57.63,446.39,1066.14,1512.53
11/13/2020,Florida,32.79,7.68,0.36,0.24,33.15,7.92,41.07
11/14/2020,Florida,72.97,2.16,1.11,2.16,74.09,4.32,78.40
11/15/2020,Florida,2974.98,3382.38,865.54,203.73,3840.52,3586.10,7426.63
11/16/2020,Florida,8.09,3.57,3.61,2.35,11.70,5.91,17.61
11/17/2020,Florida,0.02,0.00,0.21,0.23,0.24,0.24,0.48
11/18/2020,Florida,8.25,23.08,14.12,13.29,22.36,36.37,58.73
11/19/2020,Florida,12.75,0.00,4.80,6.52,17.55,6.52,24.08
11/20/2020,Florida,0.04,0.00,0.02,0.05,0.06,0.05,0.11
11/21/2020,Florida,0.13,0.01,0.02,0.00,0.15,0.01,0.16
11/22/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/23/2020,Florida,66.32,3.57,1.94,1.01,68.26,4.58,72.84
11/24/2020,Florida,1.15,0.10,3.93,0.29,5.08,0.39,5.47
11/25/2020,Florida,2.80,1.00,0.84,0.57,3.64,1.58,5.22
11/26/2020,Florida,0.97,8.89,2.19,2.01,3.17,10.90,14.07
11/27/2020,Florida,14.17,1.46,0.48,0.60,14.65,2.06,16.72
11/28/2020,Florida,3.52,0.00,0.00,0.05,3.52,0.05,3.57
11/29/2020,Florida,0.00,0.50,0.34,0.80,0.34,1.30,1.65
11/30/2020,Florida,243.41,51.85,48.72,16.69,292.13,68.54,360.67
12/1/2020,Florida,1.72,0.00,1.00,0.05,2.71,0.05,2.76
12/2/2020,Florida,0.00,0.60,0.26,0.10,0.26,0.70,0.96
12/3/2020,Florida,20.27,33.42,2.53,1.41,22.80,34.83,57.63
12/4/2020,Florida,1.86,6.82,3.41,3.42,5.27,10.23,15.50
12/5/2020,Florida,10.40,7.22,1.10,0.75,11.50,7.96,19.46
12/6/2020,Florida,62.26,0.00,0.00,0.00,62.26,0.00,62.26
12/7/2020,Florida,71.46,79.96,2.21,1.66,73.67,81.62,155.29
12/8/2020,Florida,0.00,0.09,30.89,0.94,30.89,1.04,31.93
12/9/2020,Florida,0.29,0.21,0.32,0.10,0.61,0.31,0.93
12/10/2020,Florida,0.31,0.03,0.00,0.00,0.31,0.03,0.34
12/11/2020,Florida,2.33,1.39,0.10,0.51,2.43,1.90,4.33
12/12/2020,Florida,5.68,0.01,5.30,0.11,10.97,0.12,11.09
12/13/2020,Florida,0.03,0.39,0.16,0.87,0.19,1.27,1.45
12/14/2020,Florida,7.67,0.00,0.05,0.24,7.73,0.25,7.97
12/15/2020,Florida,40.23,3.48,5.43,4.55,45.66,8.03,53.69
12/16/2020,Florida,10.56,0.62,1.44,0.91,12.00,1.54,13.54
12/17/2020,Florida,8.25,0.73,7.61,1.14,15.85,1.87,17.73
12/18/2020,Florida,4.24,0.00,0.65,0.00,4.89,0.00,4.89
12/19/2020,Florida,3.66,0.00,0.00,0.00,3.66,0.00,3.66
